Income	Age	Dependents	Occupation	City_Tier	Rent	Loan_Repayment	Insurance	Groceries	Transport	Eating_Out	Entertainment	Utilities	Healthcare	Education	Miscellaneous
7410.43917870304	38	0	Student	Tier_2	1482.08783574061	1374.87339576923	233.264358746762	801.458678850562	497.583765325902	357.603130390029	342.75606698925	457.001807045977	325.611331756173	0	130.103206007223
26166.2219093883	48	1	Self_Employed	Tier_2	5233.24438187766	2575.05425550224	1052.98871825405	3042.88555764513	1740.97051514545	1110.21996827088	566.920270124422	1685.81619255921	789.784763441927	2310.7308502557	399.579531480802
26965.135031849	61	2	Student	Tier_1	8089.54050955471	0	903.943052797987	2888.08898337142	1699.94090192808	1301.29707538639	1054.50646029755	1153.96121134898	1021.03404803356	1608.66152588684	618.232723947946
183323.514037836	44	3	Retired	Tier_3	27498.5271056755	0	7730.25741627291	20890.708606165	14041.7227586199	5007.56276452072	5353.23473785074	14485.545332549	8846.25967806118	14042.0527173171	4720.80664414736
13581.032085705	45	0	Student	Tier_2	2716.20641714099	779.735017805531	340.657565439651	1835.59382380312	786.373375284077	639.144419334015	549.841335595265	704.703688231325	663.233359231005	0	368.029675926582
21938.758141336	29	2	Professional	Tier_1	6581.62744240079	3887.60346286441	703.015883404873	2272.04541868707	1475.07392957382	687.966863171267	499.819840733309	1481.06095504298	898.715140765401	1200.32716171288	563.413632726686
37836.2524055386	27	0	Student	Tier_2	7567.25048110772	4151.13882689911	792.815237162112	5658.74062811065	2808.11129877449	1598.70476626428	1020.73754944595	2429.8728427412	1617.95725625577	0	861.784923325966
42012.8589614777	22	3	Self_Employed	Tier_1	12603.8576884433	0	851.515511134494	4926.48066858793	2712.221550462	1265.08600646881	1209.06441875456	2000.22371703658	1815.71990420154	3043.75315504055	562.001642065217
71279.6422207649	23	4	Retired	Tier_1	21383.8926662295	7563.18287190684	3485.92793024864	10112.9870273203	4035.427291079	2181.20473186902	2472.48294774877	3990.76679669341	2739.42927582796	5748.39215978318	973.012924757562
75495.2436544105	46	2	Professional	Tier_2	15099.0487308821	14959.3514797765	3623.85209251221	9949.33912989735	4054.12421846972	3446.39651000787	2604.26258906174	4972.87877701372	2613.77419807761	5304.10805727671	1787.8835344622
51764.8099267815	50	2	Professional	Tier_2	10352.9619853563	0	1090.51883413705	5881.76624785078	3063.02541305682	2065.82376161514	1208.93678476774	2557.68951262823	2518.4875051844	5079.1759585436	1248.41296511531
12686.1460037625	55	3	Student	Tier_1	3805.84380112874	1448.1088797146	265.840458925224	1819.35259099002	702.169713688621	369.347816817541	630.190845684255	866.051475979115	478.669879227824	814.452703489319	176.762833932769
28265.744743235	31	3	Self_Employed	Tier_1	8479.72342297051	4373.60422062591	1115.35930592766	3886.2305903986	1938.12654494523	609.339566064907	630.487636652026	1753.2280522414	956.1037449561	2158.42741131499	405.764745605368
3846.36784960168	32	4	Self_Employed	Tier_2	769.273569920335	0	139.030645895786	572.32614535961	276.097646815607	121.352222622831	167.52349903101	284.714692927414	183.715886213947	246.607070062499	107.51807711583
25651.8937267657	42	0	Retired	Tier_2	5130.37874535313	0	1046.14331925155	2714.67714831227	1745.69330483969	1089.7353244956	1264.10662121102	1521.00954252122	817.182000791856	0	318.529981773302
149117.71455444	47	3	Student	Tier_2	29823.5429108881	24284.4749099101	4769.87475491576	15793.9126243768	9910.77285523976	7318.39740943662	7262.1462586966	11633.3882464354	5180.11194559785	10904.3458545115	4039.64885120832
15832.7133250464	38	0	Student	Tier_2	3166.54266500928	1057.90816185081	603.74651339887	2040.11605043122	1024.85424510201	470.601374355656	458.628267840181	786.61654389044	619.101099000561	0	423.63611058862
24980.443309964	36	1	Student	Tier_2	4996.08866199281	4854.29184293605	1217.96479072011	3698.53622963508	1547.11375438602	639.500466431214	954.67522779848	1723.0126035619	1059.29086792914	1542.36265236646	721.241120061836
154841.955211271	38	4	Retired	Tier_2	30968.3910422542	0	7014.71579518306	21549.548909931	11516.5076201718	3232.53002373565	4663.68199898593	8491.6393368429	5912.90489155306	10004.1986123404	3575.42144948227
16175.1839157393	21	2	Professional	Tier_2	3235.03678314785	0	664.230525697615	1792.56936877051	1153.00381916097	450.319580161372	461.660269743672	858.112611230689	521.393625665886	1160.55184512939	172.036980037096
37533.4920539758	38	2	Student	Tier_1	11260.0476161927	4154.63299809322	1355.77327787687	4856.44187885582	2582.10387888729	1791.69273013861	1179.72536382651	2398.90345470235	1548.80190245676	2843.12922154484	835.107399633211
42360.8435839929	44	3	Retired	Tier_1	12708.2530751979	3146.10570643321	2110.36894437218	6221.3675262576	2665.35950538389	865.476319130401	1885.42233607257	2930.38414446918	1608.33560576439	3026.57416564508	787.187910920624
7851.7231869276	51	0	Retired	Tier_3	1177.75847803914	1231.60242372528	202.500327871449	1172.59437237566	436.721215246727	162.091473135157	380.138060406908	468.828639287203	292.638187459416	0	212.103190155555
28207.9104311661	54	1	Student	Tier_3	4231.18656467492	0	1129.16357104464	3022.60727514445	1674.20884288141	1054.00671948779	1043.09978086334	1169.99826360323	988.997624788782	1485.94388485823	367.265869037243
59197.9535260147	26	2	Student	Tier_2	11839.5907052029	0	1679.1270737001	7946.06301465954	3149.51757689935	2825.48629307531	1284.12801515837	2788.71206352276	2098.22968025509	5605.18305427465	1000.23661917278
60490.2433769886	41	3	Student	Tier_1	18147.0730130966	0	2694.41307700135	9025.81495788536	3892.74410607319	1935.55092675066	2175.16052455486	4335.68494051969	2108.53935214955	4912.37150762061	1389.36151545866
65522.6276887625	18	1	Retired	Tier_2	13104.5255377525	12566.0215344863	2801.12201646294	7960.10629939852	3978.857174212	3194.5680522537	3270.28388325109	5092.28386310715	2651.98550750773	4969.07800209113	875.175272096887
21551.7789958258	41	2	Student	Tier_1	6465.53369874773	2383.0222912211	669.055116494629	2500.56191769517	1584.536831886	535.355898940199	640.688472374735	1074.93841420924	918.281834504165	1765.91993289562	354.327607793166
24316.0555456659	61	0	Professional	Tier_2	4863.21110913319	3672.34273891763	661.091498852843	3136.31396363846	1290.39093429405	1202.9249150894	1191.04796660462	980.569698165561	909.478996699424	0	254.444679446867
77984.9531753923	35	3	Professional	Tier_2	15596.9906350785	0	2285.38113589933	10778.5569998341	5281.38055827235	3068.82012863296	2395.37862297508	3450.03785013566	2796.32838377313	5480.63581254925	2253.28118645977
15986.3507026414	20	3	Self_Employed	Tier_3	2397.95260539621	1368.42541583654	399.027075015364	2393.90020067388	1110.99280127076	461.412818734209	723.820613182951	1008.08819234414	488.64045402518	1034.72810305835	429.114529323399
21329.9311514456	64	4	Professional	Tier_2	4265.98623028911	0	829.667624702113	2815.92927741381	1576.21085073953	751.245135269628	893.634674300697	1511.91378474545	1057.58550778555	1392.34263182129	389.059904555362
100094.543493614	26	2	Self_Employed	Tier_2	20018.9086987228	16864.9830271409	3518.24075581744	11090.7666391553	6239.32979349807	3120.78997248392	2674.5974473393	6560.76222834975	4826.10673114005	6727.92527682415	1502.45564686416
57596.2070155636	20	4	Self_Employed	Tier_2	11519.2414031127	10746.3077512016	1352.35188896427	7324.3871503733	4489.94404532755	1212.38561573075	2162.12105086001	3723.77595832083	2633.24108972429	5639.43708019973	1373.08885396514
67922.2633271331	50	0	Retired	Tier_2	13584.4526654266	0	2418.2112974808	9860.81097436404	3724.14757422974	2299.90056768671	2573.24704877955	4169.60404006248	2393.48623702107	0	888.465274922527
16143.480813154	43	0	Self_Employed	Tier_2	3228.69616263081	0	604.155680235134	2136.55320041868	1072.61040946894	690.932195341378	554.916717911641	1283.54170087696	630.761772067589	0	179.912424664707
35907.4631926706	33	2	Retired	Tier_1	10772.2389578012	0	920.197116254566	4606.04318420563	2628.3776766692	1364.72088694955	1733.20754782515	1642.59997207222	1385.86858353489	2297.94704242097	374.970858462287
23112.8186841752	62	0	Student	Tier_2	4622.56373683505	1175.71452230734	518.066748487138	3216.59169084056	1248.63401671678	665.924096459586	680.539908142402	1717.02926701558	893.920803972417	0	679.719000981351
21228.7508062187	45	2	Student	Tier_2	4245.75016124374	0	783.254534549216	2723.87385860031	1520.58968764387	795.911880788785	564.669455310729	1364.79155063515	819.495656456863	1485.63965881436	405.69611321414
36840.5087346056	40	0	Retired	Tier_2	7368.10174692112	0	1708.25420112129	5193.45882244184	2226.6780328661	866.173574958281	861.997954721887	2795.94296397396	1224.05772624334	0	477.469487145563
40652.6549259192	38	1	Self_Employed	Tier_1	12195.7964777757	0	1351.40844264505	4946.71565278454	2475.57356991872	1397.62966172425	900.420004053459	1639.89909170958	1313.02649618456	2868.55248437483	1044.83084255324
14210.6684243218	43	4	Professional	Tier_2	2842.13368486436	2704.69831484157	477.178626085678	2019.49192003742	1072.6691666813	646.934647006559	635.745342556508	752.49709788425	645.135702747274	972.859713451452	163.454349897015
14830.890682244	53	1	Self_Employed	Tier_2	2966.1781364488	0	494.15189151642	1503.9182277912	966.138054316236	476.133209809255	518.775089824846	712.195454018	475.18399954665	1256.17572202766	337.364227094956
113681.328361865	52	4	Retired	Tier_1	34104.3985085596	0	3238.52700279971	13711.0483226834	6508.27172030767	5154.08112792353	2970.99952310673	8027.00983321628	3547.68869627505	7477.03107887533	1837.86510563005
5142.87232231606	21	1	Retired	Tier_3	771.430848347409	0	171.611201043517	771.085976281151	363.487394850396	196.690073792013	151.611759623805	326.438197666388	215.249114117542	443.801942137796	133.752465386338
53416.8820536139	59	2	Student	Tier_3	8012.53230804208	0	1465.96684702611	6479.99751649417	2696.0153867133	1112.82830853628	1143.81093423403	2906.792173914	2109.12950202727	4266.82108482268	1041.21494024684
121399.643250746	26	0	Student	Tier_2	24279.9286501491	10712.6499896501	3351.34592322949	13895.5869368154	6431.07920380685	5133.60754171013	5317.47051576581	6418.25330561059	5948.79113456385	0	2563.92722311254
39187.3276407535	33	4	Student	Tier_2	7837.46552815071	2220.95941386746	1220.51786756473	4591.84441345347	2127.42772063794	980.795920107124	1568.61198417913	2503.0274280474	1690.96098284713	2437.29507353466	978.554354561424
22280.4826074083	53	4	Student	Tier_2	4456.09652148167	4173.8593608924	1052.8830182949	2899.23969792477	1581.28941955861	618.885998501405	585.776631757012	929.579243184607	817.654742024771	1767.46259198741	591.040242577366
80283.6043271329	51	0	Professional	Tier_1	24085.0812981399	10690.2052422479	1960.40320726084	8843.15398956297	4922.37318401565	2771.41180320998	3107.35007348288	3952.8805529255	2819.17313455494	0	897.749948103012
18878.7315910492	19	0	Student	Tier_3	2831.80973865738	0	447.25849117774	2490.84884155607	1437.51558760278	378.629184740245	686.90849617837	831.407355005495	849.088874403857	0	201.073957411165
29025.9326450691	34	2	Student	Tier_1	8707.77979352074	0	859.33348228324	3244.07339008657	2288.18983646441	741.533661306409	1331.17007018564	2285.43316510894	1122.47678463641	2100.648653555	576.128844858209
21269.5675487905	20	4	Student	Tier_2	4253.91350975811	0	909.846852742321	2634.60773450018	1579.9123159173	857.47027559297	935.838658283908	922.1252118631	856.163889834326	2104.34352206922	605.27529763038
113671.338358295	57	2	Student	Tier_1	34101.4015074886	0	2583.85814514075	16617.9128404956	6930.92842870792	4432.2931340718	5391.30713890362	7073.85128355923	5140.77942433549	6947.15091638335	2539.28340267296
7654.72434560254	62	2	Professional	Tier_1	2296.41730368076	0	164.969304824121	935.82412372598	400.695851251858	330.004288842515	285.413521110117	526.552216318945	246.196311255107	533.730565144915	133.955480100308
29240.7558706758	23	3	Retired	Tier_1	8772.22676120274	2710.05024291818	1145.89356936932	3755.36349730118	1685.33626049568	1378.71266164017	1417.56518072682	1820.75041072965	1269.41816068273	2362.5692878914	352.409910761087
11887.6980333726	19	4	Self_Employed	Tier_2	2377.53960667452	0	269.376870232351	1642.52290867325	711.548947613318	586.090482757261	279.235972638372	874.726349104615	357.881749544561	999.07630649538	275.542501103839
45123.3188061757	59	2	Retired	Tier_2	9024.66376123513	0	2214.88776687321	5312.55503732384	2521.69559411313	1080.93394342705	1443.14465568247	3081.26550284438	1798.6771393368	2729.05166286775	691.492902234179
7129.03675796472	20	3	Professional	Tier_3	1069.35551369471	0	142.627016175525	1028.76404049123	362.83002277754	196.238703975115	179.768227671215	508.303526828119	284.998951029084	576.863492354358	82.9125297922059
20240.2950859267	31	3	Retired	Tier_2	4048.05901718534	1444.98797114627	506.747032284082	2192.92917592746	1394.7798566086	962.39580731024	794.812764971582	1316.91451062961	717.222363355381	1110.42382719338	263.12455957446
33113.2229817388	63	1	Professional	Tier_2	6622.64459634776	0	990.302797047993	3898.18847009254	1976.35793555891	929.714156054426	1216.68857732731	1630.54477359487	1490.2596015723	3283.84010212011	962.182206906089
4746.0450187361	50	3	Student	Tier_2	949.209003747221	374.085012582437	128.591159108001	633.295911397371	264.460764152646	222.072625104557	128.958690779733	373.428365608966	232.204046073503	299.788727809496	74.2514587019122
23697.892550838	57	4	Retired	Tier_3	3554.6838826257	4356.41231800252	1010.34131752616	3294.86857607517	1869.07144292509	535.7989303462	981.40191238046	1230.25195836228	1131.66095519568	1821.33084709033	545.91934271992
87984.8917079306	53	1	Self_Employed	Tier_2	17596.9783415861	7156.26566383369	4255.63167855674	12037.7608891557	6321.3768392034	2766.74628314376	3918.78149097121	6811.56158483692	2648.54092294246	7270.73195449466	1890.11277683223
19761.4475945838	33	2	Retired	Tier_2	3952.28951891676	0	586.856063271974	2812.70922234185	1395.06306881807	620.859667670196	825.027260041574	1576.70440378708	671.590522182976	1568.92926205225	259.332280446247
14674.7863252895	22	4	Student	Tier_1	4402.43589758686	1687.08235125963	482.061268276052	1531.03402619088	1122.91732074317	307.006589164454	404.612756197807	1047.86534271676	710.257637746754	1097.51792652037	195.659689987282
44911.3000347494	19	1	Professional	Tier_1	13473.3900104248	2808.17331480815	1946.3970822745	5781.86567068	3171.42457754108	1729.79170684964	1805.80621120701	2481.56493526318	1519.2271991666	3715.05772518372	1140.7341190163
28330.2128583858	62	3	Retired	Tier_2	5666.04257167715	3601.80912565354	792.367332978448	4149.95196451641	1638.09437947572	1127.62096833264	828.945091718823	1365.12599073816	1378.59359251617	1422.40960693206	378.549325287222
62092.6297932171	45	4	Professional	Tier_2	12418.5259586434	4867.11574637139	2097.86562162466	8040.79528182684	4492.94431829375	1727.48071564104	1910.56596675969	3348.21820908824	2231.89959409373	3935.57217376086	1667.58054260905
19873.1831341997	54	1	Retired	Tier_2	3974.63662683994	0	703.485080014343	2097.80839316667	1140.05276703484	834.723590456236	735.166736149512	810.674865894876	632.898919252284	1674.62315572121	248.026151934176
19879.0014747147	19	0	Retired	Tier_1	5963.70044241442	3556.99281237205	915.028558167475	2491.35067543096	1185.39975863021	415.145692076327	578.512764930297	1185.04645620224	603.570011660003	0	340.463034598244
39691.4720129733	30	3	Retired	Tier_1	11907.441603892	3978.80898613957	1231.1684238222	5482.71422486253	2913.88588928298	1888.11819301528	1601.81553159501	2271.13234320286	1649.98398417428	3424.66499046443	891.772978243164
38090.2686252175	45	2	Self_Employed	Tier_2	7618.0537250435	0	1418.78800563245	4405.22257268878	2178.68411056926	1325.63118164834	1670.24978437245	2101.59544647042	1849.13483590916	3650.19928584437	491.52628146454
38167.0311085445	39	4	Professional	Tier_2	7633.4062217089	5867.08309256317	1773.39207822399	4443.88050459046	2129.78722323289	1110.0597691251	1165.6917364582	2335.91723149142	1355.03318857437	2867.97403301108	675.160890996244
49446.0757794291	50	2	Professional	Tier_3	7416.91136691437	0	2080.29067011561	7026.07504863334	2551.38194851596	1613.4828764729	1651.56180519338	2703.33197851541	1690.86768316101	3448.05885477464	1145.37984344276
31893.8063125152	62	4	Retired	Tier_1	9568.14189375456	4796.88554260427	1318.80851796026	3928.17548050301	1873.72306650007	669.806967700793	1338.15572718837	1790.63148606503	977.643805410486	2665.96585902749	629.454261716353
27388.8929333968	34	2	Professional	Tier_3	4108.33394000952	4983.87095025843	1272.88512661113	3617.77245692705	1492.36801849192	1070.60289496082	1234.08281944455	1270.30255963127	1020.63751262961	1922.73152208494	660.342617987425
19686.8967560289	64	3	Student	Tier_3	2953.03451340433	0	427.039503741055	2512.16583640982	1522.4389710602	646.390405251802	493.230642056062	987.679772217413	821.32529102916	1243.07436201478	427.488219266949
45042.5327007821	23	2	Student	Tier_2	9008.50654015642	0	1367.32880352499	6040.62871633818	3501.7063210153	1556.96539982186	1591.00944203053	2444.7104906823	1376.48195472899	4116.99442509129	1252.16524146604
22013.4542748832	22	3	Self_Employed	Tier_2	4402.69085497664	4102.24978501716	698.332020060334	2703.73940718881	1231.75813666397	644.79837470001	516.355501966406	1359.44801411937	832.087381566591	1846.31843348349	591.267401767051
9424.30805658149	19	1	Self_Employed	Tier_1	2827.29241697445	0	197.433722621538	1375.59161897854	728.51450430111	268.581216750051	346.563629982482	487.276009253598	455.864333262289	810.632137669103	270.112604003515
54684.1153363599	53	2	Self_Employed	Tier_1	16405.234600908	0	1734.09299922407	7634.60676255535	3228.8582141886	2106.47519952271	2283.73227564471	4147.65328848152	2430.3989170899	4599.69033479731	1461.52033326342
12980.7997929729	21	2	Professional	Tier_1	3894.23993789186	0	552.583803752573	1874.31929425253	656.013760885259	401.90612593947	438.619768207498	620.475038603983	552.349384039963	726.810423232392	311.394076998992
11415.703044625	18	0	Retired	Tier_2	2283.14060892501	0	372.361926038082	1164.01927444428	725.953355087779	285.615384936244	243.524581728444	911.485811038911	515.916123680489	0	223.743612285841
27649.077323614	48	0	Student	Tier_2	5529.8154647228	0	1029.62422214655	3977.75006939748	2101.67491952393	653.458228852761	751.736940668048	2019.76814318451	897.758730620117	0	566.803989985646
25623.5279847814	42	1	Professional	Tier_2	5124.70559695629	2137.24057222439	992.277579288764	3221.59327097717	1363.73413301195	567.883819199947	970.389429578951	1682.05608537695	936.35355432981	1669.38921127028	262.580129389021
42022.0837897699	52	2	Student	Tier_2	8404.41675795398	5586.4606672422	1327.28558781618	4796.09976456676	2699.06781098667	1616.36449867968	1052.14203509442	2151.82250357164	1431.12813320279	2533.8888328907	700.877335244517
42841.8230424681	52	2	Student	Tier_3	6426.27345637022	2482.37023752487	1306.00068703584	4974.41728591748	2423.4490664579	1190.06813959399	1691.13578880163	3165.65706342016	1453.85274138287	3034.48948631466	1181.12030366852
44722.9050274914	18	0	Student	Tier_2	8944.58100549828	7831.16685935762	1935.03900746602	6421.12386358559	2731.07562798674	1492.46689198927	2079.11127208408	3321.57069028942	2160.75715001718	0	621.849306337175
49220.3137842968	45	3	Professional	Tier_2	9844.06275685936	0	1063.52697502078	5591.60869124259	3572.60199904589	1373.25292466652	2141.26596323394	3817.5304150802	2351.26214873181	2713.52502511617	614.25860183765
21103.7716254063	23	0	Student	Tier_1	6331.13148762189	0	827.569415592847	2893.59624173817	1629.89874907959	944.798028383181	833.521883606681	1367.17441241616	1009.11443776074	0	630.602026480893
8875.8129133456	64	4	Self_Employed	Tier_2	1775.16258266912	0	208.688726771654	1063.83068301454	691.998166900197	352.774527890192	230.356888499519	653.942290231114	314.883261207005	491.456890912876	231.358525044963
47474.5091949414	43	4	Professional	Tier_3	7121.1763792412	9257.2936727663	1721.50865858474	6956.28984895772	3502.11323545931	2245.38223169629	1790.83683516542	2976.73227402148	1895.86462135113	2742.6401790161	1181.53420797063
28797.8988317605	30	0	Retired	Tier_2	5759.5797663521	3808.59283101753	1266.26436462646	2882.61942340598	1986.01805756026	864.926476699411	776.622727667016	2049.10496039837	1049.51144716074	0	423.058874916003
31621.2164068527	63	1	Student	Tier_2	6324.24328137054	0	915.912777648268	4464.69097826932	2372.54879387358	1184.25775922224	819.764894566555	2244.61675034252	1340.45888251694	3095.68419925104	349.870012681549
59856.3308973487	54	3	Self_Employed	Tier_2	11971.2661794697	0	2214.30959417465	8870.19439046693	4704.89078785358	1650.62826450456	2560.21244856039	4225.1733524606	2617.17731257099	3386.5482464341	767.588427583929
65848.073298625	27	1	Student	Tier_3	9877.21099479375	0	1915.04270741565	7348.4960286008	3564.13189102963	1650.23686609885	3004.6711515695	4074.09150685835	2895.36733656473	4370.69056658217	1263.64262344119
60987.6575986774	41	1	Professional	Tier_2	12197.5315197355	0	3033.72328403508	6611.1167524678	3394.85977002345	2067.55798008671	2493.27659888612	2871.32672197051	1851.68553099725	5292.75641793874	916.652599579326
44013.3362193533	43	4	Self_Employed	Tier_3	6602.000432903	0	1008.09231964738	5501.12356753765	2206.43860980471	2169.17692903823	1350.8322490619	2093.26897406441	1366.40913932958	3145.00590940544	561.169205923034
166726.151174084	52	0	Retired	Tier_2	33345.2302348167	0	4927.97184922291	24109.8832858152	8711.62260034641	3477.71219434083	6363.00130096448	7421.99096911475	7505.1343770548	0	2325.68792882425
7272.20349981851	39	1	Student	Tier_1	2181.66104994555	0	247.462964850978	820.772973015922	564.428530451833	228.371570413972	217.966225293066	565.952781183189	237.495579929258	510.322854741618	87.8658645905126
13392.7320602976	24	0	Self_Employed	Tier_2	2678.54641205952	1559.07634187352	456.850576207456	1825.27672163363	904.264851941829	511.402497525046	587.243602164083	827.936843207572	414.977095598968	0	340.101984314715
12565.1529483394	29	0	Retired	Tier_1	3769.54588450182	0	563.087817882523	1520.56648787743	933.495041992849	379.618936625892	312.22105547346	942.362421277491	413.048712196161	0	369.784629509283
50949.69887621	32	2	Self_Employed	Tier_3	7642.4548314315	0	2080.20274054746	6225.40907644246	3754.97139636528	1550.03116387003	1221.03760369077	3506.12349141618	1608.91934038825	4671.27381061279	1511.20140616702
28574.587265079	48	1	Self_Employed	Tier_3	4286.18808976184	0	1328.76995590357	3606.87667865284	1623.77009166343	1139.79732889033	1236.08219741908	1874.59039932361	1337.454393519	2729.64950928629	469.539572033527
10769.3880035763	35	4	Retired	Tier_2	2153.87760071526	0	481.961311647315	1506.07386213387	625.874214046202	385.15279378829	260.75756750332	430.77792910223	420.831393729803	885.750467781071	167.573252987632
76197.0753542173	25	3	Retired	Tier_1	22859.1226062652	6229.76958759615	2776.02352658434	10886.8087984473	5635.61671895304	2607.45402173014	1763.08851815685	4268.26449297178	3201.55674461902	7305.2855309033	820.612025654197
12470.3691157661	36	4	Professional	Tier_3	1870.55536736492	0	326.731629001762	1275.07905230818	786.133929719321	370.247594435216	511.370069465722	837.926161847582	518.313927273846	805.163388460755	346.655846878325
30484.5273076934	24	3	Self_Employed	Tier_3	4572.67909615401	3918.92148505877	623.785005862788	3361.68153118247	2067.41710085691	615.713409015901	1137.64048059562	1700.58520337211	1458.50605573609	2546.19756919555	793.375817731404
22332.5628402401	58	0	Student	Tier_1	6699.76885207203	4355.82147574377	811.614680759291	3137.11560528211	1647.77125190313	812.120918563547	778.663860716705	1550.49654298533	953.223271014546	0	326.20505026945
10146.497063677	49	4	Self_Employed	Tier_2	2029.29941273541	966.365416452955	259.843344030809	1343.86243252322	745.602727632496	450.461261038544	462.922442767253	557.931744233275	325.505760606903	718.901363498655	176.990305121916
70535.1493091933	43	4	Self_Employed	Tier_2	14107.0298618387	11445.9259708384	1845.56040789287	7690.18910939355	4081.43663147627	2211.90456132092	2138.44681429444	4160.31068676563	2786.51314853629	5115.64053383354	1916.79974856802
42251.6911314954	29	4	Self_Employed	Tier_3	6337.7536697243	0	1487.80280105196	4759.73890789171	3360.83728629475	1487.14048434942	1497.07073257093	2280.34293110702	1907.3541152036	3422.06922467248	719.031398548255
158075.399831213	51	3	Self_Employed	Tier_2	31615.0799662425	0	7038.38039685076	17551.6495455254	9016.25676621278	3471.78144605182	3222.74447670912	10748.3729881404	6202.8730666273	14720.180985103	2005.86503610516
71509.2235166942	22	0	Student	Tier_1	21452.7670550083	7152.56905423272	3198.2599482802	9753.09084918668	4506.12260782216	2538.52175991921	1459.71175385906	3240.85660905836	2187.09429046685	0	880.654340551757
94657.5560758938	29	1	Professional	Tier_2	18931.5112151788	13460.7068528425	3239.43360825948	14049.969706962	4828.61321801255	2914.03899850324	2236.96132052352	6546.82640319632	3818.07854386971	9273.62917984828	1232.28648566384
51755.2513717676	61	3	Student	Tier_3	7763.28770576513	0	1813.44012321803	5954.04030450735	3481.32281268405	2514.65861144067	2020.66915213964	3407.78312653801	1883.1552510448	2756.3042815442	522.918437481343
132280.820222704	47	3	Professional	Tier_3	19842.1230334055	10968.1743941883	5079.87832735154	16214.0474864806	8466.4688203794	4905.85671847991	6047.21215762726	8133.91201772445	6450.17761070459	9010.94522077865	2015.5507575363
28376.7898625436	56	1	Student	Tier_2	5675.35797250872	1427.52907700788	1054.79513346708	3613.64335695473	2087.02625424076	1173.96450963514	583.906548787412	1794.79415234637	1296.05640813475	1853.86893314158	758.235796501386
12548.3182804798	63	0	Self_Employed	Tier_2	2509.66365609597	0	258.257204552354	1629.20162036481	872.2931951837	460.390431907242	603.341720909905	647.760816039851	562.377260805129	0	173.45177365953
18017.6383068726	64	0	Professional	Tier_3	2702.64574603089	1355.68487404069	531.530791238044	2036.94651303947	1184.79535044568	718.993088326196	861.727841736614	968.470782805098	568.30077290959	0	452.278074444233
51467.6453139423	32	3	Professional	Tier_2	10293.5290627885	0	1478.84743882237	6682.79634518643	3956.15312862834	1460.18526050824	1158.58197545221	2993.72082408487	2484.3312550679	5069.20002409028	997.781823172155
52410.5215773572	23	2	Student	Tier_3	7861.57823660359	0	2498.57117804524	7370.01309895779	3649.49323584646	2062.08889508907	1154.64138406326	3402.234499714	1596.34362399346	4642.39581917418	1434.2714814001
19235.5467024079	21	4	Student	Tier_2	3847.10934048158	994.557205303511	928.571188719528	2082.36763953911	1465.70208217613	555.450893012382	817.149118101115	1148.68412999241	629.12765704247	1465.48766950865	516.516970041249
